Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Source_File
Bombay Burmah Trading Corporation Ltd.,BBTC,Automobile & Ancillaries,Auto Ancillary,10240.77,sectors\automobileancillaries.csv
Pricol Ltd.,PRICOLLTD,Automobile & Ancillaries,Auto Ancillary,9640.22,sectors\automobileancillaries.csv
Banco Products (India) Ltd.,BANCOINDIA,Automobile & Ancillaries,Auto Ancillary,8849.0,sectors\automobileancillaries.csv
SJS Enterprises Ltd.,SJS,Automobile & Ancillaries,Auto Ancillary,8133.49,sectors\automobileancillaries.csv
SKF India Ltd.,SKFINDIA,Automobile & Ancillaries,Bearings,7774.37,sectors\automobileancillaries.csv
SML Mahindra Ltd.,SMLMAH,Automobile & Ancillaries,Automobiles-Trucks/Lcv,7431.84,sectors\automobileancillaries.csv
Suprajit Engineering Ltd.,SUPRAJIT,Automobile & Ancillaries,Auto Ancillary,7199.86,sectors\automobileancillaries.csv
Fiem Industries Ltd.,FIEMIND,Automobile & Ancillaries,Auto Ancillary,6192.09,sectors\automobileancillaries.csv
Balu Forge Industries Ltd.,BALUFORGE,Automobile & Ancillaries,Forgings,5993.73,sectors\automobileancillaries.csv
Gulf Oil Lubricants India Ltd.,GULFOILLUB,Automobile & Ancillaries,Lubricants,5742.74,sectors\automobileancillaries.csv
Lumax Industries Ltd.,LUMAXIND,Automobile & Ancillaries,Auto Ancillary,5430.94,sectors\automobileancillaries.csv
Sharda Motor Industries Ltd.,SHARDAMOTR,Automobile & Ancillaries,Auto Ancillary,5156.07,sectors\automobileancillaries.csv
LG Balakrishnan & Bros Ltd.,LGBBROSLTD,Automobile & Ancillaries,Auto Ancillary,5088.91,sectors\automobileancillaries.csv
Subros Ltd.,SUBROS,Automobile & Ancillaries,Auto Ancillary,4956.29,sectors\automobileancillaries.csv
Jamna Auto Industries Ltd.,JAMNAAUTO,Automobile & Ancillaries,Auto Ancillary,4921.82,sectors\automobileancillaries.csv
Steel Strips Wheels Ltd.,SSWL,Automobile & Ancillaries,Auto Ancillary,4916.11,sectors\automobileancillaries.csv
Savita Oil Technologies Ltd.,SOTL,Automobile & Ancillaries,Lubricants,4795.8,sectors\automobileancillaries.csv
Rolex Rings Ltd,ROLEXRINGS,Automobile & Ancillaries,Bearings,4623.62,sectors\automobileancillaries.csv
Greaves Cotton Ltd.,GREAVESCOT,Automobile & Ancillaries,Diesel Engines,4534.4,sectors\automobileancillaries.csv
NRB Bearings Ltd.,NRBBEARING,Automobile & Ancillaries,Bearings,4444.39,sectors\automobileancillaries.csv
Swaraj Engines Ltd.,SWARAJENG,Automobile & Ancillaries,Diesel Engines,4422.49,sectors\automobileancillaries.csv
Texmaco Rail & Engineering Ltd.,TEXRAIL,Automobile & Ancillaries,Railways Wagons/Coaches,4268.01,sectors\automobileancillaries.csv
Divgi Torqtransfer Systems Ltd.,DIVGIITTS,Automobile & Ancillaries,Auto Ancillary,3980.67,sectors\automobileancillaries.csv
V.S.T. Tillers Tractors Ltd.,VSTTILLERS,Automobile & Ancillaries,Automobiles-Tractors,3902.74,sectors\automobileancillaries.csv
Sandhar Technologies Ltd.,SANDHAR,Automobile & Ancillaries,Auto Ancillary,3856.42,sectors\automobileancillaries.csv
JTEKT India Ltd.,JTEKTINDIA,Automobile & Ancillaries,Auto Ancillary,3649.16,sectors\automobileancillaries.csv
Steelcast Ltd.,STEELCAS,Automobile & Ancillaries,Castings/Forgings,3556.67,sectors\automobileancillaries.csv
Wheels India Ltd.,WHEELS,Automobile & Ancillaries,Auto Ancillary,3510.05,sectors\automobileancillaries.csv
TVS Srichakra Ltd.,TVSSRICHAK,Automobile & Ancillaries,Tyres & Allied,3437.67,sectors\automobileancillaries.csv
Rane (Madras) Ltd.,RML,Automobile & Ancillaries,Auto Ancillary,3067.86,sectors\automobileancillaries.csv
Shanthi Gears Ltd.,SHANTIGEAR,Automobile & Ancillaries,Auto Ancillary,3040.25,sectors\automobileancillaries.csv
Carraro India Ltd.,CARRARO,Automobile & Ancillaries,Auto Ancillary,2927.57,sectors\automobileancillaries.csv
Panama Petrochem Ltd.,PANAMAPET,Automobile & Ancillaries,Lubricants,2926.38,sectors\automobileancillaries.csv
MM Forgings Ltd.,MMFL,Automobile & Ancillaries,Forgings,2874.93,sectors\automobileancillaries.csv
Sundaram-Clayton Ltd.,SUNCLAY,Automobile & Ancillaries,Auto Ancillary,2744.75,sectors\automobileancillaries.csv
Automotive Axles Ltd.,AUTOAXLES,Automobile & Ancillaries,Auto Ancillary,2701.95,sectors\automobileancillaries.csv
Veedol Corporation Ltd.,VEEDOL,Automobile & Ancillaries,Lubricants,2632.51,sectors\automobileancillaries.csv
Rajratan Global Wire Ltd.,RAJRATAN,Automobile & Ancillaries,Auto Ancillary,2621.05,sectors\automobileancillaries.csv
Talbros Automotive Components Ltd.,TALBROAUTO,Automobile & Ancillaries,Auto Ancillary,2593.82,sectors\automobileancillaries.csv
Eveready Industries India Ltd.,EVEREADY,Automobile & Ancillaries,Batteries,2588.39,sectors\automobileancillaries.csv
Federal-Mogul Goetze (India) Ltd.,FMGOETZE,Automobile & Ancillaries,Auto Ancillary,2544.89,sectors\automobileancillaries.csv
India Nippon Electricals Ltd.,INDNIPPON,Automobile & Ancillaries,Auto Ancillary,2542.31,sectors\automobileancillaries.csv
Gandhar Oil Refinery (India) Ltd.,GANDHAR,Automobile & Ancillaries,Lubricants,2399.03,sectors\automobileancillaries.csv
Amic Forging Ltd.,AMIC,Automobile & Ancillaries,Forgings,2342.9,sectors\automobileancillaries.csv
GNA Axles Ltd.,GNA,Automobile & Ancillaries,Auto Ancillary,2330.07,sectors\automobileancillaries.csv
Landmark Cars Ltd.,LANDMARK,Automobile & Ancillaries,Automobiles - Dealers & Distributors,2126.32,sectors\automobileancillaries.csv
NDR Auto Components Ltd.,NDRAUTO,Automobile & Ancillaries,Auto Ancillary,1937.79,sectors\automobileancillaries.csv
Goodyear India Ltd.,GOODYEAR,Automobile & Ancillaries,Tyres & Allied,1798.03,sectors\automobileancillaries.csv
Rico Auto Industries Ltd.,RICOAUTO,Automobile & Ancillaries,Auto Ancillary,1787.11,sectors\automobileancillaries.csv
Sar Auto Products Ltd.,SAPL,Automobile & Ancillaries,Auto Ancillary,1723.81,sectors\automobileancillaries.csv
Studds Accessories Ltd.,STUDDS,Automobile & Ancillaries,Auto Ancillary,1676.85,sectors\automobileancillaries.csv
Zelio E-Mobility Ltd.,ZELIO,Automobile & Ancillaries,Automobile Two & Three Wheelers,1658.58,sectors\automobileancillaries.csv
RACL Geartech Ltd.,RACLGEAR,Automobile & Ancillaries,Auto Ancillary,1638.07,sectors\automobileancillaries.csv
Bharat Seats Ltd.,BHARATSE,Automobile & Ancillaries,Auto Ancillary,1564.35,sectors\automobileancillaries.csv
Jay Bharat Maruti Ltd.,JAYBARMARU,Automobile & Ancillaries,Auto Ancillary,1389.93,sectors\automobileancillaries.csv
Atul Auto Ltd.,ATULAUTO,Automobile & Ancillaries,Automobile Two & Three Wheelers,1374.52,sectors\automobileancillaries.csv
Kross Ltd.,KROSS,Automobile & Ancillaries,Auto Ancillary,1355.99,sectors\automobileancillaries.csv
Menon Bearings Ltd.,MENONBE,Automobile & Ancillaries,Bearings,1304.61,sectors\automobileancillaries.csv
Precision Camshafts Ltd.,PRECAM,Automobile & Ancillaries,Auto Ancillary,1282.31,sectors\automobileancillaries.csv
Investment & Precision Castings Ltd.,INVPRECQ,Automobile & Ancillaries,Castings/Forgings,1213.6,sectors\automobileancillaries.csv
Munjal Auto Industries Ltd.,MUNJALAU,Automobile & Ancillaries,Auto Ancillary,1201.5,sectors\automobileancillaries.csv
Alicon Castalloy Ltd.,ALICON,Automobile & Ancillaries,Castings/Forgings,1180.26,sectors\automobileancillaries.csv
Automobile Corporation of Goa Ltd.,ACGL,Automobile & Ancillaries,Auto Ancillary,1110.17,sectors\automobileancillaries.csv
Saint-Gobain Sekurit India Ltd.,SEKURITIND,Automobile & Ancillaries,Auto Ancillary,1083.7,sectors\automobileancillaries.csv
The Hi-Tech Gears Ltd.,HITECHGEAR,Automobile & Ancillaries,Auto Ancillary,1035.1,sectors\automobileancillaries.csv
Nelcast Ltd.,NELCAST,Automobile & Ancillaries,Castings/Forgings,1024.44,sectors\automobileancillaries.csv
Uni Abex Alloy Products Ltd.,UNIABEXAL,Automobile & Ancillaries,Castings/Forgings,908.82,sectors\automobileancillaries.csv
Synergy Green Industries Ltd.,SGIL,Automobile & Ancillaries,Castings/Forgings,864.5,sectors\automobileancillaries.csv
Tirupati Forge Ltd.,TIRUPATIFL,Automobile & Ancillaries,Forgings,856.18,sectors\automobileancillaries.csv
Popular Vehicles & Services Ltd.,PVSL,Automobile & Ancillaries,Automobiles - Dealers & Distributors,823.41,sectors\automobileancillaries.csv
Sterling Tools Ltd.,STERTOOLS,Automobile & Ancillaries,Fasteners,807.21,sectors\automobileancillaries.csv
Automotive Stampings and Assemblies Ltd.,ASAL,Automobile & Ancillaries,Auto Ancillary,793.3,sectors\automobileancillaries.csv
IST Ltd.,ISTLTD,Automobile & Ancillaries,Auto Ancillary,757.64,sectors\automobileancillaries.csv
Enkei Wheels (India) Ltd.,ENKEIWHEL,Automobile & Ancillaries,Auto Ancillary,710.73,sectors\automobileancillaries.csv
Indo Farm Equipments Ltd.,INDOFARM,Automobile & Ancillaries,Automobiles-Tractors,702.99,sectors\automobileancillaries.csv
Mercury Ev-Tech Ltd.,MERCURYEV,Automobile & Ancillaries,Automobiles - Passenger Cars,685.61,sectors\automobileancillaries.csv
Kinetic Engineering Ltd.,KINETICENG,Automobile & Ancillaries,Auto Ancillary,640.75,sectors\automobileancillaries.csv
Captain Technocast Ltd.,CTCL,Automobile & Ancillaries,Castings/Forgings,630.43,sectors\automobileancillaries.csv
Hindustan Composites Ltd.,HINDCOMPOS,Automobile & Ancillaries,Auto Ancillary,613.21,sectors\automobileancillaries.csv
Magna Electro Castings Ltd.,MAGNAELQ,Automobile & Ancillaries,Castings/Forgings,608.96,sectors\automobileancillaries.csv
ZF Steering Gear (India) Ltd.,ZFSTEERING,Automobile & Ancillaries,Auto Ancillary,603.96,sectors\automobileancillaries.csv
Triton Valves Ltd.,TRITONV,Automobile & Ancillaries,Auto Ancillary,591.53,sectors\automobileancillaries.csv
Neetu Yoshi Ltd.,NEETUYOSHI,Automobile & Ancillaries,Castings/Forgings,589.95,sectors\automobileancillaries.csv
Kalyani Cast-Tech Ltd.,KALYANI,Automobile & Ancillaries,Castings/Forgings,570.71,sectors\automobileancillaries.csv
Munjal Showa Ltd.,MUNJALSHOW,Automobile & Ancillaries,Auto Ancillary,556.33,sectors\automobileancillaries.csv
Satani Bearings Ltd.,SATANIBRG,Automobile & Ancillaries,Bearings,550.5,sectors\automobileancillaries.csv
CLN Energy Ltd.,CLN,Automobile & Ancillaries,Batteries,546.61,sectors\automobileancillaries.csv
Urja Global Ltd.,URJA,Automobile & Ancillaries,Automobile Two & Three Wheelers,529.35,sectors\automobileancillaries.csv
High Energy Batteries (India) Ltd.,HIGHENE,Automobile & Ancillaries,Batteries,512.91,sectors\automobileancillaries.csv
Autoline Industries Ltd.,AUTOIND,Automobile & Ancillaries,Auto Ancillary,441.59,sectors\automobileancillaries.csv
Omax Autos Ltd.,OMAXAUTO,Automobile & Ancillaries,Auto Ancillary,436.85,sectors\automobileancillaries.csv
Simplex Castings Ltd.,SIMPLEXCAS,Automobile & Ancillaries,Castings/Forgings,431.42,sectors\automobileancillaries.csv
PPAP Automotive Ltd.,PPAP,Automobile & Ancillaries,Auto Ancillary,410.37,sectors\automobileancillaries.csv
Emmforce Autotech Ltd.,EMMFORCE,Automobile & Ancillaries,Auto Ancillary,393.69,sectors\automobileancillaries.csv
Tolins Tyres Ltd.,TOLINS,Automobile & Ancillaries,Tyres & Allied,382.64,sectors\automobileancillaries.csv
Menon Pistons Ltd.,MENNPIS,Automobile & Ancillaries,Auto Ancillary,371.43,sectors\automobileancillaries.csv
EBIX Ltd.,EBIX,Automobile & Ancillaries,Auto Ancillary,363.87,sectors\automobileancillaries.csv
Maxvolt Energy Industries Ltd.,MAXVOLT,Automobile & Ancillaries,Batteries,363.65,sectors\automobileancillaries.csv
Jay Ushin Ltd.,JAYUSH,Automobile & Ancillaries,Auto Ancillary,337.45,sectors\automobileancillaries.csv
Sundaram Brake Linings Ltd.,SUNDRMBRAK,Automobile & Ancillaries,Auto Ancillary,336.41,sectors\automobileancillaries.csv
Thaai Casting Ltd.,TCL,Automobile & Ancillaries,Castings/Forgings,326.54,sectors\automobileancillaries.csv
Talbros Engineering Ltd.,TALBROSENG,Automobile & Ancillaries,Auto Ancillary,319.74,sectors\automobileancillaries.csv
Hindustan Motors Ltd.,HINDMOTORS,Automobile & Ancillaries,Automobiles - Passenger Cars,314.24,sectors\automobileancillaries.csv
GP Petroleums Ltd.,GULFPETRO,Automobile & Ancillaries,Lubricants,311.41,sectors\automobileancillaries.csv
UCAL Ltd.,UCAL,Automobile & Ancillaries,Auto Ancillary,309.26,sectors\automobileancillaries.csv
Remsons Industries Ltd.,REMSONSIND,Automobile & Ancillaries,Auto Ancillary,308.92,sectors\automobileancillaries.csv
Metalic Technoforge Ltd.,METALIC,Automobile & Ancillaries,Forgings,299.45,sectors\automobileancillaries.csv
Pritika Auto Industries Ltd.,PRITIKAUTO,Automobile & Ancillaries,Auto Ancillary,295.39,sectors\automobileancillaries.csv
Galaxy Bearings Ltd.,GALXBRG,Automobile & Ancillaries,Bearings,287.95,sectors\automobileancillaries.csv
Him Teknoforge Ltd.,HIMTEK,Automobile & Ancillaries,Auto Ancillary,270.21,sectors\automobileancillaries.csv
SKP Bearing Industries Ltd.,SKP,Automobile & Ancillaries,Bearings,268.92,sectors\automobileancillaries.csv
Pavna Industries Ltd.,PAVNAIND,Automobile & Ancillaries,Auto Ancillary,254.5,sectors\automobileancillaries.csv
Indo-National Ltd.,NIPPOBATRY,Automobile & Ancillaries,Batteries,249.04,sectors\automobileancillaries.csv
Avatar Industries Ltd.,AVATAR,Automobile & Ancillaries,Auto Ancillary,240.63,sectors\automobileancillaries.csv
Bimetal Bearings Ltd.,BIMETAL,Automobile & Ancillaries,Bearings,237.48,sectors\automobileancillaries.csv
Kalyani Forge Ltd.,KALYANIFRG,Automobile & Ancillaries,Forgings,237.07,sectors\automobileancillaries.csv
Waaree Technologies Ltd.,WAAREE,Automobile & Ancillaries,Batteries,236.41,sectors\automobileancillaries.csv
Setco Automotive Ltd.,SETCO,Automobile & Ancillaries,Auto Ancillary,233.42,sectors\automobileancillaries.csv
Sintercom India Ltd.,SINTERCOM,Automobile & Ancillaries,Auto Ancillary,226.99,sectors\automobileancillaries.csv
Simmonds Marshall Ltd.,SIMMOND,Automobile & Ancillaries,Fasteners,221.37,sectors\automobileancillaries.csv
Shivam Autotech Ltd.,SHIVAMAUTO,Automobile & Ancillaries,Auto Ancillary,221.04,sectors\automobileancillaries.csv
Goldstar Power Ltd.,GOLDSTAR,Automobile & Ancillaries,Batteries,220.37,sectors\automobileancillaries.csv
Competent Automobiles Company Ltd.,COMPEAU,Automobile & Ancillaries,Automobiles - Dealers & Distributors,216.95,sectors\automobileancillaries.csv
Munish Forge Ltd.,MUNISH,Automobile & Ancillaries,Castings/Forgings,204.84,sectors\automobileancillaries.csv
Bhagwati Autocast Ltd.,BGWTATO,Automobile & Ancillaries,Castings/Forgings,198.48,sectors\automobileancillaries.csv
Wardwizard Innovations & Mobility Ltd.,WARDINMOBI,Automobile & Ancillaries,Automobile Two & Three Wheelers,196.73,sectors\automobileancillaries.csv
Panasonic Energy India Company Ltd.,PANAENERG,Automobile & Ancillaries,Batteries,195.86,sectors\automobileancillaries.csv
Amba Auto Sales and Services Ltd.,AMBAAUTO,Automobile & Ancillaries,Automobiles - Dealers & Distributors,194.14,sectors\automobileancillaries.csv
Dolfin Rubbers Ltd.,DOLFIN,Automobile & Ancillaries,Tyres & Allied,172.46,sectors\automobileancillaries.csv
Nitin Castings Ltd.,NITINCAST,Automobile & Ancillaries,Castings/Forgings,171.23,sectors\automobileancillaries.csv
IP Rings Ltd.,IPRINGLTD,Automobile & Ancillaries,Auto Ancillary,170.87,sectors\automobileancillaries.csv
Pritika Engineering Components Ltd.,PRITIKA,Automobile & Ancillaries,Auto Ancillary,163.46,sectors\automobileancillaries.csv
Emerald Tyre Manufacturers Ltd.,ETML,Automobile & Ancillaries,Tyres & Allied,163.12,sectors\automobileancillaries.csv
LAPL Automotive Ltd.,LAPL,Automobile & Ancillaries,Auto Ancillary,160.63,sectors\automobileancillaries.csv
Bharat Gears Ltd.,BHARATGEAR,Automobile & Ancillaries,Auto Ancillary,159.0,sectors\automobileancillaries.csv
Machino Plastics Ltd.,MACPLASQ,Automobile & Ancillaries,Auto Ancillary,157.72,sectors\automobileancillaries.csv
Tunwal E-Motors Ltd.,TUNWAL,Automobile & Ancillaries,Automobile Two & Three Wheelers,154.33,sectors\automobileancillaries.csv
Krishanveer Forge Ltd.,KVFORGE,Automobile & Ancillaries,Forgings,153.15,sectors\automobileancillaries.csv
GG Automotive Gears Ltd.,GGAUTO,Automobile & Ancillaries,Auto Ancillary,151.05,sectors\automobileancillaries.csv
KVS Castings Ltd.,KVSCASTING,Automobile & Ancillaries,Castings/Forgings,150.8,sectors\automobileancillaries.csv
National Fittings Ltd.,NATFIT,Automobile & Ancillaries,Castings/Forgings,149.06,sectors\automobileancillaries.csv
Gujarat Intrux Ltd.,GUJINTRX,Automobile & Ancillaries,Castings/Forgings,142.94,sectors\automobileancillaries.csv
Smiths & Founders (India) Ltd.,SMFIL,Automobile & Ancillaries,Forgings,142.18,sectors\automobileancillaries.csv
SNL Bearings Ltd.,SNL,Automobile & Ancillaries,Bearings,139.93,sectors\automobileancillaries.csv
LGB Forge Ltd.,LGBFORGE,Automobile & Ancillaries,Forgings,137.92,sectors\automobileancillaries.csv
Bikewo Green Tech Ltd.,BIKEWO,Automobile & Ancillaries,Automobiles - Dealers & Distributors,135.03,sectors\automobileancillaries.csv
Uravi Defence and Technology Ltd.,URAVIDEF,Automobile & Ancillaries,Auto Ancillary,127.05,sectors\automobileancillaries.csv
Shigan Quantum Technologies Ltd.,SHIGAN,Automobile & Ancillaries,Auto Ancillary,126.03,sectors\automobileancillaries.csv
Sharp Chucks & Machines Ltd.,SCML,Automobile & Ancillaries,Castings/Forgings,121.77,sectors\automobileancillaries.csv
Forge Auto International Ltd.,FORGEAUTO,Automobile & Ancillaries,Forgings,117.94,sectors\automobileancillaries.csv
Samkrg Pistons & Rings Ltd.,SAMKRG,Automobile & Ancillaries,Auto Ancillary,116.72,sectors\automobileancillaries.csv
Viaz Tyres Ltd.,VIAZ,Automobile & Ancillaries,Tyres & Allied,112.84,sectors\automobileancillaries.csv
Akar Auto Industries Ltd.,AAIL,Automobile & Ancillaries,Auto Ancillary,112.3,sectors\automobileancillaries.csv
Samrat Forgings Ltd.,SAMRATFORG,Automobile & Ancillaries,Forgings,112.0,sectors\automobileancillaries.csv
Hindustan Hardy Ltd.,HINDHARD,Automobile & Ancillaries,Auto Ancillary,111.82,sectors\automobileancillaries.csv
Pattech Fitwell Tube Components Ltd.,PATTECH,Automobile & Ancillaries,Forgings,107.93,sectors\automobileancillaries.csv
Hilton Metal Forging Ltd.,HILTON,Automobile & Ancillaries,Forgings,102.68,sectors\automobileancillaries.csv
Galaxy Agrico Exports Ltd.,GALAGEX,Automobile & Ancillaries,Bearings,98.52,sectors\automobileancillaries.csv
Sal Automotive Ltd.,SALAUTO,Automobile & Ancillaries,Auto Ancillary,96.58,sectors\automobileancillaries.csv
Sellowrap Industries Ltd.,SELLOWRAP,Automobile & Ancillaries,Auto Ancillary,93.46,sectors\automobileancillaries.csv
Porwal Auto Components Ltd.,PORWAL,Automobile & Ancillaries,Auto Ancillary,92.28,sectors\automobileancillaries.csv
Happy Steels Ltd.,HAPPY,Automobile & Ancillaries,Auto Ancillary,90.72,sectors\automobileancillaries.csv
Arabian Petroleum Ltd.,ARABIAN,Automobile & Ancillaries,Lubricants,90.4,sectors\automobileancillaries.csv
Ganga Forging Ltd.,GANGAFORGE,Automobile & Ancillaries,Forgings,88.3,sectors\automobileancillaries.csv
Super Iron Foundry Ltd.,SUPERIRON,Automobile & Ancillaries,Castings/Forgings,86.56,sectors\automobileancillaries.csv
New Swan Multitech Ltd.,SWANAGRO,Automobile & Ancillaries,Auto Ancillary,83.67,sectors\automobileancillaries.csv
NRB Industrial Bearings Ltd.,NIBL,Automobile & Ancillaries,Bearings,79.99,sectors\automobileancillaries.csv
Autofurnish Ltd.,AFLTD,Automobile & Ancillaries,Auto Ancillary,77.71,sectors\automobileancillaries.csv
Creative Castings Ltd.,CREATIVE,Automobile & Ancillaries,Castings/Forgings,76.7,sectors\automobileancillaries.csv
Premium Plast Ltd.,PREMIUM,Automobile & Ancillaries,Auto Ancillary,73.52,sectors\automobileancillaries.csv
Auto Pins (India) Ltd.,AUTOPINS,Automobile & Ancillaries,Auto Ancillary,73.05,sectors\automobileancillaries.csv
GS Auto International Ltd.,GSAUTO,Automobile & Ancillaries,Auto Ancillary,67.1,sectors\automobileancillaries.csv
Innovative Tyres & Tubes Ltd.,ITTL,Automobile & Ancillaries,Tyres & Allied,66.6,sectors\automobileancillaries.csv
Swastika Castal Ltd.,SWASTIKAAL,Automobile & Ancillaries,Castings/Forgings,65.59,sectors\automobileancillaries.csv
Universal Auto Foundry Ltd.,UNIAUTO,Automobile & Ancillaries,Castings/Forgings,64.66,sectors\automobileancillaries.csv
Atlas Cycles (Haryana) Ltd.,ATLASCYCLE,Automobile & Ancillaries,Cycles,62.7,sectors\automobileancillaries.csv
Kranti Industries Ltd.,KRANTI,Automobile & Ancillaries,Auto Ancillary,61.86,sectors\automobileancillaries.csv
Bombay Cycle & Motor Agency Ltd.,BOMBCYC,Automobile & Ancillaries,Automobile Two & Three Wheelers,61.41,sectors\automobileancillaries.csv
Paramount Speciality Forgings Ltd.,PSFL,Automobile & Ancillaries,Forgings,61.11,sectors\automobileancillaries.csv
Shayona Engineering Ltd.,SHAYONAENG,Automobile & Ancillaries,Castings/Forgings,54.9,sectors\automobileancillaries.csv
Vishal Bearings Ltd.,VISHALBL,Automobile & Ancillaries,Bearings,54.42,sectors\automobileancillaries.csv
Delta Autocorp Ltd.,DELTIC,Automobile & Ancillaries,Automobile Two & Three Wheelers,52.75,sectors\automobileancillaries.csv
Advance Technoforge Ltd.,ADVTECH,Automobile & Ancillaries,Forgings,50.86,sectors\automobileancillaries.csv
ATC Energies System Ltd.,ATCENERGY,Automobile & Ancillaries,Batteries,49.85,sectors\automobileancillaries.csv
